FC City,L3,Error_Description
SIDDIPET,Digestive Care,Time Series Formed is very insignificant
SIDDIPET,Dishwash Bars,Time Series Formed is very insignificant
SIDDIPET,Dishwash Liquids,Time Series Formed is very insignificant
SIDDIPET,Dishwash Powders,Time Series Formed is very insignificant
SIDDIPET,Dust Tea,Time Series Formed is very insignificant
SIDDIPET,Energy Drinks,Time Series Formed is very insignificant
SIDDIPET,Fabric Softeners,Time Series Formed is very insignificant
SIDDIPET,Face Creams & Moisturisers,Time Series Formed is very insignificant
SIDDIPET,Face Wash,Time Series Formed is very insignificant
SIDDIPET,First Aids,Time Series Formed is very insignificant
SIDDIPET,Flavoured Milk,Time Series Formed is very insignificant
SIDDIPET,Floor Cleaners,Time Series Formed is very insignificant
SIDDIPET,Glass Cleaners,Time Series Formed is very insignificant
SIDDIPET,Glucose & Milk Biscuits,Time Series Formed is very insignificant
SIDDIPET,Green Tea,Time Series Formed is very insignificant
SIDDIPET,Hair Colors & Dyes,Time Series Formed is very insignificant
SIDDIPET,Hair Oils,Time Series Formed is very insignificant
SIDDIPET,Hair Removal,Time Series Formed is very insignificant
SIDDIPET,Hand Wash,Time Series Formed is very insignificant
SIDDIPET,Honey,Time Series Formed is very insignificant
SIDDIPET,Indian Mithai,Time Series Formed is very insignificant
SIDDIPET,Infant Formulae,Time Series Formed is very insignificant
SIDDIPET,Insect Control,Time Series Formed is very insignificant
SIDDIPET,Instant Coffee,Time Series Formed is very insignificant
SIDDIPET,Jaggery,Time Series Formed is very insignificant
SIDDIPET,Jams & Preserves,Time Series Formed is very insignificant
SIDDIPET,Ketchups,Time Series Formed is very insignificant
SIDDIPET,Kolam Rice,Time Series Formed is very insignificant
SIDDIPET,Lassi,Time Series Formed is very insignificant
SIDDIPET,Leaf Tea,Time Series Formed is very insignificant
SIDDIPET,Maida,Time Series Formed is very insignificant
SIDDIPET,Mango Drinks,Time Series Formed is very insignificant
SIDDIPET,Marie & Digestive Biscuits,Time Series Formed is very insignificant
SIDDIPET,Milk Creams,Time Series Formed is very insignificant
SIDDIPET,Milk Powders,Time Series Formed is very insignificant
SIDDIPET,Milk Shakes,Time Series Formed is very insignificant
SIDDIPET,Mosquito Repellents,Time Series Formed is very insignificant
SIDDIPET,Namkeen,Time Series Formed is very insignificant
SIDDIPET,Noodles,Time Series Formed is very insignificant
SIDDIPET,Oats & Porridge,Time Series Formed is very insignificant
SIDDIPET,Other Atta,Time Series Formed is very insignificant
SIDDIPET,Other Biscuits & Cookies,Time Series Formed is very insignificant
SIDDIPET,Other Flavoured Drinks,Time Series Formed is very insignificant
SIDDIPET,Other Juices,Time Series Formed is very insignificant
SIDDIPET,Other Kitchen Essentials,Time Series Formed is very insignificant
SIDDIPET,Packaged Water,Time Series Formed is very insignificant
SIDDIPET,Pain Relief,Time Series Formed is very insignificant
SIDDIPET,Palm Oil,Time Series Formed is very insignificant
SIDDIPET,Peanuts,Time Series Formed is very insignificant
SIDDIPET,Pista,Time Series Formed is very insignificant
SIDDIPET,Poha,Time Series Formed is very insignificant
SIDDIPET,Powdered Spices,Time Series Formed is very insignificant
SIDDIPET,Powders,Time Series Formed is very insignificant
SIDDIPET,Pure Cow Ghee,Time Series Formed is very insignificant
SIDDIPET,Pure Desi Ghee,Time Series Formed is very insignificant
SIDDIPET,Raisins,Time Series Formed is very insignificant
SIDDIPET,Razors & Blades,Time Series Formed is very insignificant
SIDDIPET,Rice Bran Oil,Time Series Formed is very insignificant
SIDDIPET,Rusk & Khari,Time Series Formed is very insignificant
SIDDIPET,Sabudana,Time Series Formed is very insignificant
SIDDIPET,Salt,Time Series Formed is very insignificant
SIDDIPET,Sanitary Pads,Time Series Formed is very insignificant
SIDDIPET,Shampoos,Time Series Formed is very insignificant
SIDDIPET,Soda,Time Series Formed is very insignificant
SIDDIPET,Sona Masoori Rice,Time Series Formed is very insignificant
SIDDIPET,Sooji & Rava,Time Series Formed is very insignificant
SIDDIPET,Soups,Time Series Formed is very insignificant
SIDDIPET,Soya Chunks,Time Series Formed is very insignificant
SIDDIPET,Sugar,Time Series Formed is very insignificant
SIDDIPET,Sunflower Oil,Time Series Formed is very insignificant
SIDDIPET,Talcum Powders,Time Series Formed is very insignificant
SIDDIPET,Toilet Cleaners,Time Series Formed is very insignificant
SIDDIPET,Toor (Arhar) Dal,Time Series Formed is very insignificant
SIDDIPET,Tooth Powders,Time Series Formed is very insignificant
SIDDIPET,Toothbrushes,Time Series Formed is very insignificant
SIDDIPET,Toothpastes,Time Series Formed is very insignificant
SIDDIPET,Urad Dal,Time Series Formed is very insignificant
SIDDIPET,Walnuts,Time Series Formed is very insignificant
SIDDIPET,Wheat Atta,Time Series Formed is very insignificant
SIDDIPET,Whole Spices,Time Series Formed is very insignificant
SURYAPET,90 Days Pouch  Milk,Time Series Formed is very insignificant
SURYAPET,Adult Health Drinks,Time Series Formed is very insignificant
SURYAPET,Agarbatti & Dhoop,Time Series Formed is very insignificant
SURYAPET,Air Fresheners,Time Series Formed is very insignificant
SURYAPET,Almonds (Badam),Time Series Formed is very insignificant
SURYAPET,Baby Food & Cereals,Time Series Formed is very insignificant
SURYAPET,Basmati Rice,Time Series Formed is very insignificant
SURYAPET,Bathing Soaps,Time Series Formed is very insignificant
SURYAPET,Battery,Time Series Formed is very insignificant
SURYAPET,Besan & Sattu,Time Series Formed is very insignificant
SURYAPET,Bleaches & Blues,Time Series Formed is very insignificant
SURYAPET,Blended Masalas,Time Series Formed is very insignificant
SURYAPET,Blended Oils,Time Series Formed is very insignificant
SURYAPET,Body Lotions,Time Series Formed is very insignificant
SURYAPET,"Broom, Mop & Wiper",Time Series Formed is very insignificant
SURYAPET,Bulbs & LED,Time Series Formed is very insignificant
SURYAPET,Buttermilk,Time Series Formed is very insignificant
SURYAPET,Camphor,Time Series Formed is very insignificant
SURYAPET,Candies & Toffees,Time Series Formed is very insignificant
SURYAPET,Cashew Nuts,Time Series Formed is very insignificant
SURYAPET,Chana Dal,Time Series Formed is very insignificant
SURYAPET,Children Health Drinks,Time Series Formed is very insignificant
SURYAPET,Chips,Time Series Formed is very insignificant
SURYAPET,Chocolate Gift Packs,Time Series Formed is very insignificant
SURYAPET,Chocolates,Time Series Formed is very insignificant
SURYAPET,Chocos & Flakes,Time Series Formed is very insignificant
SURYAPET,Cleaning Brush & Utilities,Time Series Formed is very insignificant
SURYAPET,Cold Drinks,Time Series Formed is very insignificant
SURYAPET,Condensed Milk,Time Series Formed is very insignificant
SURYAPET,Crafts Glues,Time Series Formed is very insignificant
SURYAPET,Cream Biscuits & Wafers,Time Series Formed is very insignificant
SURYAPET,Dates,Time Series Formed is very insignificant
SURYAPET,Detergent Bars,Time Series Formed is very insignificant
SURYAPET,Detergent Liquids,Time Series Formed is very insignificant
SURYAPET,Detergent Powders,Time Series Formed is very insignificant
SURYAPET,Diapers & Pants,Time Series Formed is very insignificant
SURYAPET,Digestive Care,Time Series Formed is very insignificant
SURYAPET,Dishwash Bars,Time Series Formed is very insignificant
SURYAPET,Dishwash Liquids,Time Series Formed is very insignificant
SURYAPET,Dishwash Powders,Time Series Formed is very insignificant
SURYAPET,Dishwash Scrub Pads,Time Series Formed is very insignificant
SURYAPET,Dust Tea,Time Series Formed is very insignificant
SURYAPET,Energy Drinks,Time Series Formed is very insignificant
SURYAPET,Fabric Softeners,Time Series Formed is very insignificant
SURYAPET,Face Cleansers & Toners,Time Series Formed is very insignificant
SURYAPET,Face Creams & Moisturisers,Time Series Formed is very insignificant
SURYAPET,Face Wash,Time Series Formed is very insignificant
SURYAPET,First Aids,Time Series Formed is very insignificant
SURYAPET,Flavoured Milk,Time Series Formed is very insignificant
SURYAPET,Floor Cleaners,Time Series Formed is very insignificant
SURYAPET,Glass Cleaners,Time Series Formed is very insignificant
SURYAPET,Glucose & Milk Biscuits,Time Series Formed is very insignificant
SURYAPET,Green Tea,Time Series Formed is very insignificant
SURYAPET,Hair Colors & Dyes,Time Series Formed is very insignificant
SURYAPET,Hair Oils,Time Series Formed is very insignificant
SURYAPET,Hair Removal,Time Series Formed is very insignificant
SURYAPET,Hand Wash,Time Series Formed is very insignificant
SURYAPET,Honey,Time Series Formed is very insignificant
SURYAPET,Insect Control,Time Series Formed is very insignificant
SURYAPET,Instant Coffee,Time Series Formed is very insignificant
SURYAPET,Jaggery,Time Series Formed is very insignificant
SURYAPET,Jams & Preserves,Time Series Formed is very insignificant
SURYAPET,Ketchups,Time Series Formed is very insignificant
SURYAPET,Lamp & Lamp Oil,Time Series Formed is very insignificant
SURYAPET,Lassi,Time Series Formed is very insignificant
SURYAPET,Leaf Tea,Time Series Formed is very insignificant
SURYAPET,Maida,Time Series Formed is very insignificant
SURYAPET,Mango Drinks,Time Series Formed is very insignificant
SURYAPET,Marie & Digestive Biscuits,Time Series Formed is very insignificant
SURYAPET,Masoor Dal,Time Series Formed is very insignificant
SURYAPET,Milk Powders,Time Series Formed is very insignificant
SURYAPET,Milk Shakes,Time Series Formed is very insignificant
SURYAPET,Moong Dal,Time Series Formed is very insignificant
SURYAPET,Mosquito Repellents,Time Series Formed is very insignificant
SURYAPET,Mustard Oil,Time Series Formed is very insignificant
SURYAPET,Namkeen,Time Series Formed is very insignificant
SURYAPET,Noodles,Time Series Formed is very insignificant
SURYAPET,Oats & Porridge,Time Series Formed is very insignificant
SURYAPET,Other Biscuits & Cookies,Time Series Formed is very insignificant
SURYAPET,Other Dry Fruits & Nuts,Time Series Formed is very insignificant
SURYAPET,Other Flavoured Drinks,Time Series Formed is very insignificant
SURYAPET,Other Kitchen Essentials,Time Series Formed is very insignificant
SURYAPET,Packaged Water,Time Series Formed is very insignificant
SURYAPET,Pain Relief,Time Series Formed is very insignificant
SURYAPET,Palm Oil,Time Series Formed is very insignificant
SURYAPET,Peanuts,Time Series Formed is very insignificant
SURYAPET,Pista,Time Series Formed is very insignificant
SURYAPET,Poha,Time Series Formed is very insignificant
SURYAPET,Powdered Spices,Time Series Formed is very insignificant
SURYAPET,Puffed Rice,Time Series Formed is very insignificant
SURYAPET,Pure Cow Ghee,Time Series Formed is very insignificant
SURYAPET,Pure Desi Ghee,Time Series Formed is very insignificant
SURYAPET,Raisins,Time Series Formed is very insignificant
SURYAPET,Razors & Blades,Time Series Formed is very insignificant
SURYAPET,Rice Bran Oil,Time Series Formed is very insignificant
SURYAPET,Rusk & Khari,Time Series Formed is very insignificant
SURYAPET,Sabudana,Time Series Formed is very insignificant
SURYAPET,Salt,Time Series Formed is very insignificant
SURYAPET,Sanitary Pads,Time Series Formed is very insignificant
SURYAPET,Shampoos,Time Series Formed is very insignificant
SURYAPET,Soda,Time Series Formed is very insignificant
SURYAPET,Sona Masoori Rice,Time Series Formed is very insignificant
SURYAPET,Sooji & Rava,Time Series Formed is very insignificant
SURYAPET,Soups,Time Series Formed is very insignificant
SURYAPET,Soya Chunks,Time Series Formed is very insignificant
SURYAPET,Stain Removers,Time Series Formed is very insignificant
SURYAPET,Sugar,Time Series Formed is very insignificant
SURYAPET,Sunflower Oil,Time Series Formed is very insignificant
SURYAPET,Talcum Powders,Time Series Formed is very insignificant
SURYAPET,Toilet Cleaners,Time Series Formed is very insignificant
SURYAPET,Toor (Arhar) Dal,Time Series Formed is very insignificant
SURYAPET,Tooth Powders,Time Series Formed is very insignificant
SURYAPET,Toothbrushes,Time Series Formed is very insignificant
SURYAPET,Toothpastes,Time Series Formed is very insignificant
SURYAPET,Torch & Emergency Light,Time Series Formed is very insignificant
SURYAPET,Urad Dal,Time Series Formed is very insignificant
SURYAPET,Walnuts,Time Series Formed is very insignificant
SURYAPET,Wheat Atta,Time Series Formed is very insignificant
SURYAPET,Whole Spices,Time Series Formed is very insignificant
TIRUNELVELI,Basmati Rice,Time Series Formed is very insignificant
TIRUNELVELI,Cold & Cough Remedies,Time Series Formed is very insignificant
TIRUNELVELI,Idli & Dosa Rice,Time Series Formed is very insignificant
TIRUNELVELI,Moong Dal,Time Series Formed is very insignificant
TIRUNELVELI,Pain Relief,Time Series Formed is very insignificant
TIRUNELVELI,Ponni Rice,Time Series Formed is very insignificant
TIRUNELVELI,Powders,Time Series Formed is very insignificant
TIRUNELVELI,Sona Masoori Rice,Time Series Formed is very insignificant
TIRUNELVELI,Toor (Arhar) Dal,Time Series Formed is very insignificant
TIRUNELVELI,Urad Dal,Time Series Formed is very insignificant
VADODARA,Cold & Cough Remedies,Time Series Formed is very insignificant
VADODARA,Digestive Care,Time Series Formed is very insignificant
VADODARA,First Aids,Time Series Formed is very insignificant
VADODARA,Onion,Time Series Formed is very insignificant
VADODARA,Pain Relief,Time Series Formed is very insignificant
VADODARA,Potato,Time Series Formed is very insignificant
VIJAYAWADA,Baby Food & Cereals,Time Series Formed is very insignificant
VIJAYAWADA,Diapers & Pants,Time Series Formed is very insignificant
VIJAYAWADA,Digestive Care,Time Series Formed is very insignificant
VIJAYAWADA,First Aids,Time Series Formed is very insignificant
VIJAYAWADA,"Oils, Creams & Lotions",Time Series Formed is very insignificant
VIJAYAWADA,Pain Relief,Time Series Formed is very insignificant
VIJAYAWADA,Powders,Time Series Formed is very insignificant
VIJAYAWADA,Wipes,Time Series Formed is very insignificant
