Date,City,L3,Net_Sales,Forecast_Level
2021-10-19,SURYAPET,Miniket Rice,,
2021-10-19,SURYAPET,Boiled Rice,,
2021-10-19,SURYAPET,Aluminium Foils,,
2021-10-19,SURYAPET,Onion,,
2021-10-19,SURYAPET,Potato,,
2021-10-19,SURYAPET,Coconut,,
2021-10-19,SURYAPET,90 Days Pouch  Milk,,
2021-10-19,SURYAPET,Sesame Oil,,
2021-10-19,SURYAPET,Printing Paper,,
2021-10-19,SURYAPET,Rajma,,
2021-10-19,SURYAPET,Ragi Flour,,
2021-10-19,SURYAPET,Other Pulses,,
2021-10-19,SURYAPET,Other Cereals,,
2021-10-19,SURYAPET,Coconut Oil,,
2021-10-19,SURYAPET,Ponni Rice,,
2021-10-19,SURYAPET,Table Butter,,
2021-10-19,SURYAPET,Processed Cheese,,
2021-10-19,SURYAPET,Cheese Slice,,
2021-10-19,SURYAPET,Margarine,,
2021-10-19,SURYAPET,Nuts & Seeds,,
2021-10-19,SURYAPET,Deodorants,,
2021-10-19,SURYAPET,Tin Paneer (Ambient),,
2021-10-19,VADODARA,Digestive Care,,
2021-10-19,VADODARA,Pain Relief,,
2021-10-19,VADODARA,First Aids,,
2021-10-19,VADODARA,Cold & Cough Remedies,,
2021-10-19,VADODARA,Cooking Paste & Puris,,
2021-10-19,VADODARA,Herbs & Seasoning,,
2021-10-19,VADODARA,Onion,,
2021-10-19,VADODARA,Potato,,
2021-10-19,VADODARA,Coconut,,
2021-10-19,VIJAYAWADA,Powders,,
2021-10-19,VIJAYAWADA,"Oils, Creams & Lotions",,
2021-10-19,VIJAYAWADA,Digestive Care,,
2021-10-19,VIJAYAWADA,Pain Relief,,
2021-10-19,VIJAYAWADA,Diapers & Pants,,
2021-10-19,VIJAYAWADA,First Aids,,
2021-10-19,VIJAYAWADA,Baby Food & Cereals,,
2021-10-19,VIJAYAWADA,Infant Formulae,,
2021-10-19,VIJAYAWADA,Cold & Cough Remedies,,
2021-10-19,VIJAYAWADA,Wipes,,
2021-10-19,VIJAYAWADA,Whole Wheat,,
2021-10-19,VIJAYAWADA,Onion,,
2021-10-19,VIJAYAWADA,Potato,,
2021-10-19,VIJAYAWADA,Coconut,,
2021-10-19,ASANSOL,Basmati Rice,,
2021-10-19,ASANSOL,Powders,,
2021-10-19,ASANSOL,"Oils, Creams & Lotions",,
2021-10-19,ASANSOL,Digestive Care,,
2021-10-19,ASANSOL,Pain Relief,,
2021-10-19,ASANSOL,Diapers & Pants,,
2021-10-19,ASANSOL,Sona Masoori Rice,,
2021-10-19,ASANSOL,Cashew Nuts,,
2021-10-19,ASANSOL,Idli & Dosa Rice,,
2021-10-19,ASANSOL,First Aids,,
2021-10-19,ASANSOL,Kolam Rice,,
2021-10-19,ASANSOL,Baby Food & Cereals,,
2021-10-19,ASANSOL,Infant Formulae,,
2021-10-19,ASANSOL,Cold & Cough Remedies,,
2021-10-19,ASANSOL,Wipes,,
2021-10-19,ASANSOL,Jeerasar Rice,,
2021-10-19,ASANSOL,Whole Wheat,,
2021-10-19,ASANSOL,Other Rice Varieties,,
2021-10-19,ASANSOL,Miniket Rice,,
2021-10-19,ASANSOL,Onion,,
2021-10-19,ASANSOL,Potato,,
2021-10-19,ASANSOL,Coconut,,
2021-10-19,ASANSOL,Ponni Rice,,
2021-10-19,BURDWAN,Basmati Rice,,
2021-10-19,BURDWAN,Wheat Atta,,
2021-10-19,BURDWAN,Sunflower Oil,,
2021-10-19,BURDWAN,Palm Oil,,
2021-10-19,BURDWAN,Salt,,
2021-10-19,BURDWAN,Blended Masalas,,
2021-10-19,BURDWAN,Powdered Spices,,
2021-10-19,BURDWAN,Cream Biscuits & Wafers,,
2021-10-19,BURDWAN,Other Biscuits & Cookies,,
2021-10-19,BURDWAN,Noodles,,
2021-10-19,BURDWAN,Chocos & Flakes,,
2021-10-19,BURDWAN,Chips,,
2021-10-19,BURDWAN,Chocolates,,
2021-10-19,BURDWAN,Ketchups,,
2021-10-19,BURDWAN,Jams & Preserves,,
2021-10-19,BURDWAN,Children Health Drinks,,
2021-10-19,BURDWAN,Instant Coffee,,
2021-10-19,BURDWAN,Roast & Ground Coffee,,
2021-10-19,BURDWAN,Dust Tea,,
2021-10-19,BURDWAN,Leaf Tea,,
2021-10-19,BURDWAN,Lassi,,
2021-10-19,BURDWAN,Pure Desi Ghee,,
2021-10-19,BURDWAN,Milk Powders,,
2021-10-19,BURDWAN,Condensed Milk,,
2021-10-19,BURDWAN,Milk Creams,,
2021-10-19,BURDWAN,Buttermilk,,
2021-10-19,BURDWAN,Packaged Water,,
2021-10-19,BURDWAN,Mango Drinks,,
2021-10-19,BURDWAN,Cold Drinks,,
2021-10-19,BURDWAN,Powders,,
2021-10-19,BURDWAN,Bathing Soaps,,
2021-10-19,BURDWAN,"Oils, Creams & Lotions",,
2021-10-19,BURDWAN,Hair Oils,,
2021-10-19,BURDWAN,Bleaches & Blues,,
2021-10-19,BURDWAN,Toothpastes,,
2021-10-19,BURDWAN,Tooth Powders,,
2021-10-19,BURDWAN,Toothbrushes,,
2021-10-19,BURDWAN,Toilet Cleaners,,
2021-10-19,BURDWAN,Dishwash Bars,,
2021-10-19,BURDWAN,Dishwash Liquids,,
2021-10-19,BURDWAN,Shampoos,,
2021-10-19,BURDWAN,Talcum Powders,,
2021-10-19,BURDWAN,Floor Cleaners,,
2021-10-19,BURDWAN,Hand Wash,,
2021-10-19,BURDWAN,Glass Cleaners,,
2021-10-19,BURDWAN,Dishwash Powders,,
2021-10-19,BURDWAN,Face Wash,,
2021-10-19,BURDWAN,Body Lotions,,
2021-10-19,BURDWAN,Detergent Powders,,
2021-10-19,BURDWAN,Detergent Bars,,
2021-10-19,BURDWAN,Marie & Digestive Biscuits,,
2021-10-19,BURDWAN,Oats & Porridge,,
2021-10-19,BURDWAN,Adult Health Drinks,,
2021-10-19,BURDWAN,Face Creams & Moisturisers,,
2021-10-19,BURDWAN,Agarbatti & Dhoop,,
2021-10-19,BURDWAN,Dishwash Scrub Pads,,
2021-10-19,BURDWAN,Candies & Toffees,,
2021-10-19,BURDWAN,Mosquito Repellents,,
2021-10-19,BURDWAN,Insect Control,,
2021-10-19,BURDWAN,Glucose & Milk Biscuits,,
2021-10-19,BURDWAN,Rusk & Khari,,
2021-10-19,BURDWAN,Pure Cow Ghee,,
2021-10-19,BURDWAN,Honey,,
2021-10-19,BURDWAN,"Broom, Mop & Wiper",,
2021-10-19,BURDWAN,Pickles,,
2021-10-19,BURDWAN,Digestive Care,,
2021-10-19,BURDWAN,Sanitary Pads,,
2021-10-19,BURDWAN,Other Flavoured Drinks,,
2021-10-19,BURDWAN,Ready Mixes,,
2021-10-19,BURDWAN,Diaries & Notebooks.,,
2021-10-19,BURDWAN,Soya Chunks,,
2021-10-19,BURDWAN,Fabric Softeners,,
2021-10-19,BURDWAN,Air Fresheners,,
2021-10-19,BURDWAN,Sabudana,,
2021-10-19,BURDWAN,Dates,,
2021-10-19,BURDWAN,Flavoured Milk,,
2021-10-19,BURDWAN,Besan & Sattu,,
2021-10-19,BURDWAN,Foot Care,,
2021-10-19,BURDWAN,Other Atta,,
2021-10-19,BURDWAN,Hair Colors & Dyes,,
2021-10-19,BURDWAN,Chocolate Gift Packs,,
2021-10-19,BURDWAN,Battery,,
2021-10-19,BURDWAN,Mints & Gums,,
2021-10-19,BURDWAN,Pain Relief,,
2021-10-19,BURDWAN,Sugar,,
2021-10-19,BURDWAN,Crafts Glues,,
2021-10-19,BURDWAN,Soups,,
2021-10-19,BURDWAN,Milk Shakes,,
2021-10-19,BURDWAN,Lamp & Lamp Oil,,
2021-10-19,BURDWAN,"Buckets, Mugs & Tubs",,
2021-10-19,BURDWAN,Soda,,
2021-10-19,BURDWAN,Chutney,,
2021-10-19,BURDWAN,Rice Bran Oil,,
2021-10-19,BURDWAN,Moong Dal,,
2021-10-19,BURDWAN,Toor (Arhar) Dal,,
2021-10-19,BURDWAN,Cleaning Brush & Utilities,,
2021-10-19,BURDWAN,Dry Fruit Gift Packs,,
2021-10-19,BURDWAN,Diapers & Pants,,
2021-10-19,BURDWAN,Whole Spices,,
2021-10-19,BURDWAN,Poha,,
2021-10-19,BURDWAN,Almonds (Badam),,
2021-10-19,BURDWAN,Raisins,,
2021-10-19,BURDWAN,Walnuts,,
2021-10-19,BURDWAN,Detergent Liquids,,
2021-10-19,BURDWAN,Camphor,,
2021-10-19,BURDWAN,Stain Removers,,
2021-10-19,BURDWAN,Maida,,
2021-10-19,BURDWAN,Sooji & Rava,,
2021-10-19,BURDWAN,Bulbs & LED,,
2021-10-19,BURDWAN,Hair Removal,,
2021-10-19,BURDWAN,Sona Masoori Rice,,
2021-10-19,BURDWAN,Razors & Blades,,
2021-10-19,BURDWAN,Namkeen,,
2021-10-19,BURDWAN,Cashew Nuts,,
2021-10-19,BURDWAN,Indian Mithai,,
2021-10-19,BURDWAN,Groundnut Oil,,
2021-10-19,BURDWAN,Idli & Dosa Rice,,
2021-10-19,BURDWAN,Other Kitchen Essentials,,
2021-10-19,BURDWAN,Pista,,
2021-10-19,BURDWAN,First Aids,,
2021-10-19,BURDWAN,Other Pooja Accessories,,
2021-10-19,BURDWAN,Masoor Dal,,
2021-10-19,BURDWAN,Urad Dal,,
2021-10-19,BURDWAN,Peanuts,,
2021-10-19,BURDWAN,Chana Dal,,
2021-10-19,BURDWAN,Torch & Emergency Light,,
2021-10-19,BURDWAN,Kolam Rice,,
2021-10-19,BURDWAN,Jaggery,,
2021-10-19,BURDWAN,Vanaspati,,
2021-10-19,BURDWAN,Blended Oils,,
2021-10-19,BURDWAN,Papad & Fryums,,
2021-10-19,BURDWAN,Mustard Oil,,
2021-10-19,BURDWAN,Orange Juices,,
2021-10-19,BURDWAN,Tetra Pak Milk,,
2021-10-19,BURDWAN,Other Juices,,
2021-10-19,BURDWAN,Mix Fruit Juices,,
2021-10-19,BURDWAN,Spreads,,
2021-10-19,BURDWAN,Powdered Drink Mixes,,
2021-10-19,BURDWAN,Face Cleansers & Toners,,
2021-10-19,BURDWAN,Energy Drinks,,
2021-10-19,BURDWAN,Baby Food & Cereals,,
2021-10-19,BURDWAN,Soya Oil,,
2021-10-19,BURDWAN,Other Dry Fruits & Nuts,,
2021-10-19,BURDWAN,Olive Oil,,
2021-10-19,BURDWAN,Vermicelli,,
2021-10-19,BURDWAN,Infant Formulae,,
2021-10-19,BURDWAN,Cold & Cough Remedies,,
2021-10-19,BURDWAN,Protein Powders,,
2021-10-19,BURDWAN,Other Oils,,
2021-10-19,BURDWAN,Squashes & Syrups,,
2021-10-19,BURDWAN,Indian Savouries,,
2021-10-19,BURDWAN,"Pencils, Erasers & Sharpeners",,
2021-10-19,BURDWAN,Conditioners,,
2021-10-19,BURDWAN,Wipes,,
2021-10-19,BURDWAN,Apple Juices,,
2021-10-19,BURDWAN,Green Tea,,
2021-10-19,BURDWAN,Muesli,,
2021-10-19,BURDWAN,Sunscreen Lotions,,
2021-10-19,BURDWAN,Cooking Paste & Puris,,
2021-10-19,BURDWAN,Sauces,,
2021-10-19,BURDWAN,Baked Snacks,,
2021-10-19,BURDWAN,Loose Salt & Sugar,,
2021-10-19,BURDWAN,Jeerasar Rice,,
2021-10-19,BURDWAN,Bleaches,,
2021-10-19,BURDWAN,Puffed Rice,,
2021-10-19,BURDWAN,"Cakes, Muffins & Rolls",,
2021-10-19,BURDWAN,Whole Wheat,,
2021-10-19,BURDWAN,Broken Wheat (Daliya),,
2021-10-19,BURDWAN,Other Rice Varieties,,
2021-10-19,BURDWAN,Cookies,,
2021-10-19,BURDWAN,Shaving Creams & Foams,,
2021-10-19,BURDWAN,Sanitizers,,
2021-10-19,BURDWAN,Multipurpose Cleaners,,
2021-10-19,BURDWAN,Kabuli Chana,,
2021-10-19,BURDWAN,Baking Needs,,
2021-10-19,BURDWAN,Brown & Organic Ghee,,
2021-10-19,BURDWAN,Herbs & Seasoning,,
2021-10-19,BURDWAN,Miniket Rice,,
2021-10-19,BURDWAN,Boiled Rice,,
2021-10-19,BURDWAN,Aluminium Foils,,
2021-10-19,BURDWAN,Onion,,
2021-10-19,BURDWAN,Potato,,
2021-10-19,BURDWAN,Coconut,,
2021-10-19,BURDWAN,90 Days Pouch  Milk,,
2021-10-19,BURDWAN,Sesame Oil,,
2021-10-19,BURDWAN,Printing Paper,,
2021-10-19,BURDWAN,Rajma,,
2021-10-19,BURDWAN,Ragi Flour,,
2021-10-19,BURDWAN,Other Pulses,,
2021-10-19,BURDWAN,Other Cereals,,
2021-10-19,BURDWAN,Coconut Oil,,
2021-10-19,BURDWAN,Ponni Rice,,
2021-10-19,BURDWAN,Table Butter,,
2021-10-19,BURDWAN,Processed Cheese,,
2021-10-19,BURDWAN,Cheese Slice,,
2021-10-19,BURDWAN,Margarine,,
2021-10-19,BURDWAN,Nuts & Seeds,,
2021-10-19,BURDWAN,Deodorants,,
2021-10-19,BURDWAN,Tin Paneer (Ambient),,
2021-10-19,COIMBATORE,Baby Food & Cereals,,
2021-10-19,COIMBATORE,Infant Formulae,,
2021-10-19,COIMBATORE,Whole Wheat,,
2021-10-19,COIMBATORE,Onion,,
2021-10-19,COIMBATORE,Potato,,
2021-10-19,COIMBATORE,Coconut,,
2021-10-19,ERODE,Whole Wheat,,
2021-10-19,ERODE,Onion,,
2021-10-19,ERODE,Potato,,
2021-10-19,ERODE,Coconut,,
2021-10-19,GADAG-BETIGERI,Basmati Rice,,
2021-10-19,GADAG-BETIGERI,Wheat Atta,,
2021-10-19,GADAG-BETIGERI,Sunflower Oil,,
2021-10-19,GADAG-BETIGERI,Palm Oil,,
2021-10-19,GADAG-BETIGERI,Salt,,
2021-10-19,GADAG-BETIGERI,Blended Masalas,,
2021-10-19,GADAG-BETIGERI,Powdered Spices,,
2021-10-19,GADAG-BETIGERI,Cream Biscuits & Wafers,,
2021-10-19,GADAG-BETIGERI,Other Biscuits & Cookies,,
2021-10-19,GADAG-BETIGERI,Noodles,,
2021-10-19,GADAG-BETIGERI,Chocos & Flakes,,
2021-10-19,GADAG-BETIGERI,Chips,,
2021-10-19,GADAG-BETIGERI,Chocolates,,
2021-10-19,GADAG-BETIGERI,Ketchups,,
2021-10-19,GADAG-BETIGERI,Jams & Preserves,,
2021-10-19,GADAG-BETIGERI,Children Health Drinks,,
2021-10-19,GADAG-BETIGERI,Instant Coffee,,
2021-10-19,GADAG-BETIGERI,Roast & Ground Coffee,,
2021-10-19,GADAG-BETIGERI,Dust Tea,,
2021-10-19,GADAG-BETIGERI,Leaf Tea,,
2021-10-19,GADAG-BETIGERI,Lassi,,
2021-10-19,GADAG-BETIGERI,Pure Desi Ghee,,
2021-10-19,GADAG-BETIGERI,Milk Powders,,
2021-10-19,GADAG-BETIGERI,Condensed Milk,,
2021-10-19,GADAG-BETIGERI,Milk Creams,,
2021-10-19,GADAG-BETIGERI,Buttermilk,,
2021-10-19,GADAG-BETIGERI,Packaged Water,,
2021-10-19,GADAG-BETIGERI,Mango Drinks,,
2021-10-19,GADAG-BETIGERI,Cold Drinks,,
2021-10-19,GADAG-BETIGERI,Powders,,
2021-10-19,GADAG-BETIGERI,Bathing Soaps,,
2021-10-19,GADAG-BETIGERI,"Oils, Creams & Lotions",,
2021-10-19,GADAG-BETIGERI,Hair Oils,,
2021-10-19,GADAG-BETIGERI,Bleaches & Blues,,
2021-10-19,GADAG-BETIGERI,Toothpastes,,
2021-10-19,GADAG-BETIGERI,Tooth Powders,,
2021-10-19,GADAG-BETIGERI,Toothbrushes,,
2021-10-19,GADAG-BETIGERI,Toilet Cleaners,,
2021-10-19,GADAG-BETIGERI,Dishwash Bars,,
2021-10-19,GADAG-BETIGERI,Dishwash Liquids,,
2021-10-19,GADAG-BETIGERI,Shampoos,,
2021-10-19,GADAG-BETIGERI,Talcum Powders,,
2021-10-19,GADAG-BETIGERI,Floor Cleaners,,
2021-10-19,GADAG-BETIGERI,Hand Wash,,
2021-10-19,GADAG-BETIGERI,Glass Cleaners,,
2021-10-19,GADAG-BETIGERI,Dishwash Powders,,
2021-10-19,GADAG-BETIGERI,Face Wash,,
2021-10-19,GADAG-BETIGERI,Body Lotions,,
2021-10-19,GADAG-BETIGERI,Detergent Powders,,
2021-10-19,GADAG-BETIGERI,Detergent Bars,,
2021-10-19,GADAG-BETIGERI,Marie & Digestive Biscuits,,
2021-10-19,GADAG-BETIGERI,Oats & Porridge,,
2021-10-19,GADAG-BETIGERI,Adult Health Drinks,,
2021-10-19,GADAG-BETIGERI,Face Creams & Moisturisers,,
2021-10-19,GADAG-BETIGERI,Agarbatti & Dhoop,,
2021-10-19,GADAG-BETIGERI,Dishwash Scrub Pads,,
2021-10-19,GADAG-BETIGERI,Candies & Toffees,,
2021-10-19,GADAG-BETIGERI,Mosquito Repellents,,
2021-10-19,GADAG-BETIGERI,Insect Control,,
2021-10-19,GADAG-BETIGERI,Glucose & Milk Biscuits,,
2021-10-19,GADAG-BETIGERI,Rusk & Khari,,
2021-10-19,GADAG-BETIGERI,Pure Cow Ghee,,
2021-10-19,GADAG-BETIGERI,Honey,,
2021-10-19,GADAG-BETIGERI,"Broom, Mop & Wiper",,
2021-10-19,GADAG-BETIGERI,Pickles,,
2021-10-19,GADAG-BETIGERI,Digestive Care,,
2021-10-19,GADAG-BETIGERI,Sanitary Pads,,
2021-10-19,GADAG-BETIGERI,Other Flavoured Drinks,,
2021-10-19,GADAG-BETIGERI,Ready Mixes,,
2021-10-19,GADAG-BETIGERI,Diaries & Notebooks.,,
2021-10-19,GADAG-BETIGERI,Soya Chunks,,
2021-10-19,GADAG-BETIGERI,Fabric Softeners,,
2021-10-19,GADAG-BETIGERI,Air Fresheners,,
2021-10-19,GADAG-BETIGERI,Sabudana,,
2021-10-19,GADAG-BETIGERI,Dates,,
2021-10-19,GADAG-BETIGERI,Flavoured Milk,,
2021-10-19,GADAG-BETIGERI,Besan & Sattu,,
2021-10-19,GADAG-BETIGERI,Foot Care,,
2021-10-19,GADAG-BETIGERI,Other Atta,,
2021-10-19,GADAG-BETIGERI,Hair Colors & Dyes,,
2021-10-19,GADAG-BETIGERI,Chocolate Gift Packs,,
2021-10-19,GADAG-BETIGERI,Battery,,
2021-10-19,GADAG-BETIGERI,Mints & Gums,,
2021-10-19,GADAG-BETIGERI,Pain Relief,,
2021-10-19,GADAG-BETIGERI,Sugar,,
2021-10-19,GADAG-BETIGERI,Crafts Glues,,
2021-10-19,GADAG-BETIGERI,Soups,,
2021-10-19,GADAG-BETIGERI,Milk Shakes,,
2021-10-19,GADAG-BETIGERI,Lamp & Lamp Oil,,
2021-10-19,GADAG-BETIGERI,"Buckets, Mugs & Tubs",,
2021-10-19,GADAG-BETIGERI,Soda,,
2021-10-19,GADAG-BETIGERI,Chutney,,
2021-10-19,GADAG-BETIGERI,Rice Bran Oil,,
2021-10-19,GADAG-BETIGERI,Moong Dal,,
2021-10-19,GADAG-BETIGERI,Toor (Arhar) Dal,,
2021-10-19,GADAG-BETIGERI,Cleaning Brush & Utilities,,
2021-10-19,GADAG-BETIGERI,Dry Fruit Gift Packs,,
2021-10-19,GADAG-BETIGERI,Diapers & Pants,,
2021-10-19,GADAG-BETIGERI,Whole Spices,,
2021-10-19,GADAG-BETIGERI,Poha,,
2021-10-19,GADAG-BETIGERI,Almonds (Badam),,
2021-10-19,GADAG-BETIGERI,Raisins,,
2021-10-19,GADAG-BETIGERI,Walnuts,,
2021-10-19,GADAG-BETIGERI,Detergent Liquids,,
2021-10-19,GADAG-BETIGERI,Camphor,,
2021-10-19,GADAG-BETIGERI,Stain Removers,,
2021-10-19,GADAG-BETIGERI,Maida,,
2021-10-19,GADAG-BETIGERI,Sooji & Rava,,
2021-10-19,GADAG-BETIGERI,Bulbs & LED,,
2021-10-19,GADAG-BETIGERI,Hair Removal,,
2021-10-19,GADAG-BETIGERI,Sona Masoori Rice,,
2021-10-19,GADAG-BETIGERI,Razors & Blades,,
2021-10-19,GADAG-BETIGERI,Namkeen,,
2021-10-19,GADAG-BETIGERI,Cashew Nuts,,
2021-10-19,GADAG-BETIGERI,Indian Mithai,,
2021-10-19,GADAG-BETIGERI,Groundnut Oil,,
2021-10-19,GADAG-BETIGERI,Idli & Dosa Rice,,
2021-10-19,GADAG-BETIGERI,Other Kitchen Essentials,,
2021-10-19,GADAG-BETIGERI,Pista,,
2021-10-19,GADAG-BETIGERI,First Aids,,
2021-10-19,GADAG-BETIGERI,Other Pooja Accessories,,
2021-10-19,GADAG-BETIGERI,Masoor Dal,,
2021-10-19,GADAG-BETIGERI,Urad Dal,,
2021-10-19,GADAG-BETIGERI,Peanuts,,
2021-10-19,GADAG-BETIGERI,Chana Dal,,
2021-10-19,GADAG-BETIGERI,Torch & Emergency Light,,
2021-10-19,GADAG-BETIGERI,Kolam Rice,,
2021-10-19,GADAG-BETIGERI,Jaggery,,
2021-10-19,GADAG-BETIGERI,Vanaspati,,
2021-10-19,GADAG-BETIGERI,Blended Oils,,
2021-10-19,GADAG-BETIGERI,Papad & Fryums,,
2021-10-19,GADAG-BETIGERI,Mustard Oil,,
2021-10-19,GADAG-BETIGERI,Orange Juices,,
2021-10-19,GADAG-BETIGERI,Tetra Pak Milk,,
2021-10-19,GADAG-BETIGERI,Other Juices,,
2021-10-19,GADAG-BETIGERI,Mix Fruit Juices,,
2021-10-19,GADAG-BETIGERI,Spreads,,
2021-10-19,GADAG-BETIGERI,Powdered Drink Mixes,,
2021-10-19,GADAG-BETIGERI,Face Cleansers & Toners,,
2021-10-19,GADAG-BETIGERI,Energy Drinks,,
2021-10-19,GADAG-BETIGERI,Baby Food & Cereals,,
2021-10-19,GADAG-BETIGERI,Soya Oil,,
2021-10-19,GADAG-BETIGERI,Other Dry Fruits & Nuts,,
2021-10-19,GADAG-BETIGERI,Olive Oil,,
2021-10-19,GADAG-BETIGERI,Vermicelli,,
2021-10-19,GADAG-BETIGERI,Infant Formulae,,
2021-10-19,GADAG-BETIGERI,Cold & Cough Remedies,,
2021-10-19,GADAG-BETIGERI,Protein Powders,,
2021-10-19,GADAG-BETIGERI,Other Oils,,
2021-10-19,GADAG-BETIGERI,Squashes & Syrups,,
2021-10-19,GADAG-BETIGERI,Indian Savouries,,
2021-10-19,GADAG-BETIGERI,"Pencils, Erasers & Sharpeners",,
2021-10-19,GADAG-BETIGERI,Conditioners,,
2021-10-19,GADAG-BETIGERI,Wipes,,
2021-10-19,GADAG-BETIGERI,Apple Juices,,
2021-10-19,GADAG-BETIGERI,Green Tea,,
2021-10-19,GADAG-BETIGERI,Muesli,,
2021-10-19,GADAG-BETIGERI,Sunscreen Lotions,,
2021-10-19,GADAG-BETIGERI,Cooking Paste & Puris,,
2021-10-19,GADAG-BETIGERI,Sauces,,
2021-10-19,GADAG-BETIGERI,Baked Snacks,,
2021-10-19,GADAG-BETIGERI,Loose Salt & Sugar,,
2021-10-19,GADAG-BETIGERI,Jeerasar Rice,,
2021-10-19,GADAG-BETIGERI,Bleaches,,
2021-10-19,GADAG-BETIGERI,Puffed Rice,,
2021-10-19,GADAG-BETIGERI,"Cakes, Muffins & Rolls",,
2021-10-19,GADAG-BETIGERI,Whole Wheat,,
2021-10-19,GADAG-BETIGERI,Broken Wheat (Daliya),,
2021-10-19,GADAG-BETIGERI,Other Rice Varieties,,
2021-10-19,GADAG-BETIGERI,Cookies,,
2021-10-19,GADAG-BETIGERI,Shaving Creams & Foams,,
2021-10-19,GADAG-BETIGERI,Sanitizers,,
2021-10-19,GADAG-BETIGERI,Multipurpose Cleaners,,
2021-10-19,GADAG-BETIGERI,Kabuli Chana,,
2021-10-19,GADAG-BETIGERI,Baking Needs,,
2021-10-19,GADAG-BETIGERI,Brown & Organic Ghee,,
2021-10-19,GADAG-BETIGERI,Herbs & Seasoning,,
2021-10-19,GADAG-BETIGERI,Miniket Rice,,
2021-10-19,GADAG-BETIGERI,Boiled Rice,,
2021-10-19,GADAG-BETIGERI,Aluminium Foils,,
2021-10-19,GADAG-BETIGERI,Onion,,
2021-10-19,GADAG-BETIGERI,Potato,,
2021-10-19,GADAG-BETIGERI,Coconut,,
2021-10-19,GADAG-BETIGERI,90 Days Pouch  Milk,,
2021-10-19,GADAG-BETIGERI,Sesame Oil,,
2021-10-19,GADAG-BETIGERI,Printing Paper,,
2021-10-19,GADAG-BETIGERI,Rajma,,
2021-10-19,GADAG-BETIGERI,Ragi Flour,,
2021-10-19,GADAG-BETIGERI,Other Pulses,,
2021-10-19,GADAG-BETIGERI,Other Cereals,,
2021-10-19,GADAG-BETIGERI,Coconut Oil,,
2021-10-19,GADAG-BETIGERI,Ponni Rice,,
2021-10-19,GADAG-BETIGERI,Table Butter,,
2021-10-19,GADAG-BETIGERI,Processed Cheese,,
2021-10-19,GADAG-BETIGERI,Cheese Slice,,
2021-10-19,GADAG-BETIGERI,Margarine,,
2021-10-19,GADAG-BETIGERI,Nuts & Seeds,,
2021-10-19,GADAG-BETIGERI,Deodorants,,
2021-10-19,GADAG-BETIGERI,Tin Paneer (Ambient),,
2021-10-19,GUWAHATI,Dishwash Powders,,
2021-10-19,GUWAHATI,Mosquito Repellents,,
2021-10-19,GUWAHATI,Insect Control,,
2021-10-19,GUWAHATI,Digestive Care,,
2021-10-19,GUWAHATI,Pain Relief,,
2021-10-19,GUWAHATI,First Aids,,
2021-10-19,GUWAHATI,Cold & Cough Remedies,,
2021-10-19,GUWAHATI,Whole Wheat,,
2021-10-19,GUWAHATI,Multipurpose Cleaners,,
2021-10-19,GUWAHATI,Onion,,
2021-10-19,GUWAHATI,Potato,,
2021-10-19,GUWAHATI,Coconut,,
2021-10-19,JORHAT,Basmati Rice,,
2021-10-19,JORHAT,Wheat Atta,,
2021-10-19,JORHAT,Sunflower Oil,,
2021-10-19,JORHAT,Palm Oil,,
2021-10-19,JORHAT,Salt,,
2021-10-19,JORHAT,Blended Masalas,,
2021-10-19,JORHAT,Powdered Spices,,
2021-10-19,JORHAT,Cream Biscuits & Wafers,,
2021-10-19,JORHAT,Other Biscuits & Cookies,,
2021-10-19,JORHAT,Noodles,,
2021-10-19,JORHAT,Chocos & Flakes,,
2021-10-19,JORHAT,Chips,,
2021-10-19,JORHAT,Chocolates,,
2021-10-19,JORHAT,Ketchups,,
2021-10-19,JORHAT,Jams & Preserves,,
2021-10-19,JORHAT,Children Health Drinks,,
2021-10-19,JORHAT,Instant Coffee,,
2021-10-19,JORHAT,Roast & Ground Coffee,,
2021-10-19,JORHAT,Dust Tea,,
2021-10-19,JORHAT,Leaf Tea,,
2021-10-19,JORHAT,Lassi,,
2021-10-19,JORHAT,Pure Desi Ghee,,
2021-10-19,JORHAT,Milk Powders,,
2021-10-19,JORHAT,Condensed Milk,,
2021-10-19,JORHAT,Milk Creams,,
2021-10-19,JORHAT,Buttermilk,,
2021-10-19,JORHAT,Packaged Water,,
2021-10-19,JORHAT,Mango Drinks,,
2021-10-19,JORHAT,Cold Drinks,,
2021-10-19,JORHAT,Powders,,
2021-10-19,JORHAT,Bathing Soaps,,
2021-10-19,JORHAT,"Oils, Creams & Lotions",,
2021-10-19,JORHAT,Hair Oils,,
2021-10-19,JORHAT,Bleaches & Blues,,
2021-10-19,JORHAT,Toothpastes,,
2021-10-19,JORHAT,Tooth Powders,,
2021-10-19,JORHAT,Toothbrushes,,
2021-10-19,JORHAT,Toilet Cleaners,,
2021-10-19,JORHAT,Dishwash Bars,,
2021-10-19,JORHAT,Dishwash Liquids,,
2021-10-19,JORHAT,Shampoos,,
2021-10-19,JORHAT,Talcum Powders,,
2021-10-19,JORHAT,Floor Cleaners,,
2021-10-19,JORHAT,Hand Wash,,
2021-10-19,JORHAT,Glass Cleaners,,
2021-10-19,JORHAT,Dishwash Powders,,
2021-10-19,JORHAT,Face Wash,,
