Date,City,L3,Net_Sales,Forecast_Level
2021-10-19,MACHILIPATNAM,Glass Cleaners,,
2021-10-19,MACHILIPATNAM,Dishwash Powders,,
2021-10-19,MACHILIPATNAM,Face Wash,,
2021-10-19,MACHILIPATNAM,Body Lotions,,
2021-10-19,MACHILIPATNAM,Detergent Powders,,
2021-10-19,MACHILIPATNAM,Detergent Bars,,
2021-10-19,MACHILIPATNAM,Marie & Digestive Biscuits,,
2021-10-19,MACHILIPATNAM,Oats & Porridge,,
2021-10-19,MACHILIPATNAM,Adult Health Drinks,,
2021-10-19,MACHILIPATNAM,Face Creams & Moisturisers,,
2021-10-19,MACHILIPATNAM,Agarbatti & Dhoop,,
2021-10-19,MACHILIPATNAM,Dishwash Scrub Pads,,
2021-10-19,MACHILIPATNAM,Candies & Toffees,,
2021-10-19,MACHILIPATNAM,Mosquito Repellents,,
2021-10-19,MACHILIPATNAM,Insect Control,,
2021-10-19,MACHILIPATNAM,Glucose & Milk Biscuits,,
2021-10-19,MACHILIPATNAM,Rusk & Khari,,
2021-10-19,MACHILIPATNAM,Pure Cow Ghee,,
2021-10-19,MACHILIPATNAM,Honey,,
2021-10-19,MACHILIPATNAM,"Broom, Mop & Wiper",,
2021-10-19,MACHILIPATNAM,Pickles,,
2021-10-19,MACHILIPATNAM,Digestive Care,,
2021-10-19,MACHILIPATNAM,Sanitary Pads,,
2021-10-19,MACHILIPATNAM,Other Flavoured Drinks,,
2021-10-19,MACHILIPATNAM,Ready Mixes,,
2021-10-19,MACHILIPATNAM,Diaries & Notebooks.,,
2021-10-19,MACHILIPATNAM,Soya Chunks,,
2021-10-19,MACHILIPATNAM,Fabric Softeners,,
2021-10-19,MACHILIPATNAM,Air Fresheners,,
2021-10-19,MACHILIPATNAM,Sabudana,,
2021-10-19,MACHILIPATNAM,Dates,,
2021-10-19,MACHILIPATNAM,Flavoured Milk,,
2021-10-19,MACHILIPATNAM,Besan & Sattu,,
2021-10-19,MACHILIPATNAM,Foot Care,,
2021-10-19,MACHILIPATNAM,Other Atta,,
2021-10-19,MACHILIPATNAM,Hair Colors & Dyes,,
2021-10-19,MACHILIPATNAM,Chocolate Gift Packs,,
2021-10-19,MACHILIPATNAM,Battery,,
2021-10-19,MACHILIPATNAM,Mints & Gums,,
2021-10-19,MACHILIPATNAM,Pain Relief,,
2021-10-19,MACHILIPATNAM,Sugar,,
2021-10-19,MACHILIPATNAM,Crafts Glues,,
2021-10-19,MACHILIPATNAM,Soups,,
2021-10-19,MACHILIPATNAM,Milk Shakes,,
2021-10-19,MACHILIPATNAM,Lamp & Lamp Oil,,
2021-10-19,MACHILIPATNAM,"Buckets, Mugs & Tubs",,
2021-10-19,MACHILIPATNAM,Soda,,
2021-10-19,MACHILIPATNAM,Chutney,,
2021-10-19,MACHILIPATNAM,Rice Bran Oil,,
2021-10-19,MACHILIPATNAM,Moong Dal,,
2021-10-19,MACHILIPATNAM,Toor (Arhar) Dal,,
2021-10-19,MACHILIPATNAM,Cleaning Brush & Utilities,,
2021-10-19,MACHILIPATNAM,Dry Fruit Gift Packs,,
2021-10-19,MACHILIPATNAM,Diapers & Pants,,
2021-10-19,MACHILIPATNAM,Whole Spices,,
2021-10-19,MACHILIPATNAM,Poha,,
2021-10-19,MACHILIPATNAM,Almonds (Badam),,
2021-10-19,MACHILIPATNAM,Raisins,,
2021-10-19,MACHILIPATNAM,Walnuts,,
2021-10-19,MACHILIPATNAM,Detergent Liquids,,
2021-10-19,MACHILIPATNAM,Camphor,,
2021-10-19,MACHILIPATNAM,Stain Removers,,
2021-10-19,MACHILIPATNAM,Maida,,
2021-10-19,MACHILIPATNAM,Sooji & Rava,,
2021-10-19,MACHILIPATNAM,Bulbs & LED,,
2021-10-19,MACHILIPATNAM,Hair Removal,,
2021-10-19,MACHILIPATNAM,Sona Masoori Rice,,
2021-10-19,MACHILIPATNAM,Razors & Blades,,
2021-10-19,MACHILIPATNAM,Namkeen,,
2021-10-19,MACHILIPATNAM,Cashew Nuts,,
2021-10-19,MACHILIPATNAM,Indian Mithai,,
2021-10-19,MACHILIPATNAM,Groundnut Oil,,
2021-10-19,MACHILIPATNAM,Idli & Dosa Rice,,
2021-10-19,MACHILIPATNAM,Other Kitchen Essentials,,
2021-10-19,MACHILIPATNAM,Pista,,
2021-10-19,MACHILIPATNAM,First Aids,,
2021-10-19,MACHILIPATNAM,Other Pooja Accessories,,
2021-10-19,MACHILIPATNAM,Masoor Dal,,
2021-10-19,MACHILIPATNAM,Urad Dal,,
2021-10-19,MACHILIPATNAM,Peanuts,,
2021-10-19,MACHILIPATNAM,Chana Dal,,
2021-10-19,MACHILIPATNAM,Torch & Emergency Light,,
2021-10-19,MACHILIPATNAM,Kolam Rice,,
2021-10-19,MACHILIPATNAM,Jaggery,,
2021-10-19,MACHILIPATNAM,Vanaspati,,
2021-10-19,MACHILIPATNAM,Blended Oils,,
2021-10-19,MACHILIPATNAM,Papad & Fryums,,
2021-10-19,MACHILIPATNAM,Mustard Oil,,
2021-10-19,MACHILIPATNAM,Orange Juices,,
2021-10-19,MACHILIPATNAM,Tetra Pak Milk,,
2021-10-19,MACHILIPATNAM,Other Juices,,
2021-10-19,MACHILIPATNAM,Mix Fruit Juices,,
2021-10-19,MACHILIPATNAM,Spreads,,
2021-10-19,MACHILIPATNAM,Powdered Drink Mixes,,
2021-10-19,MACHILIPATNAM,Face Cleansers & Toners,,
2021-10-19,MACHILIPATNAM,Energy Drinks,,
2021-10-19,MACHILIPATNAM,Baby Food & Cereals,,
2021-10-19,MACHILIPATNAM,Soya Oil,,
2021-10-19,MACHILIPATNAM,Other Dry Fruits & Nuts,,
2021-10-19,MACHILIPATNAM,Olive Oil,,
2021-10-19,MACHILIPATNAM,Vermicelli,,
2021-10-19,MACHILIPATNAM,Infant Formulae,,
2021-10-19,MACHILIPATNAM,Cold & Cough Remedies,,
2021-10-19,MACHILIPATNAM,Protein Powders,,
2021-10-19,MACHILIPATNAM,Other Oils,,
2021-10-19,MACHILIPATNAM,Squashes & Syrups,,
2021-10-19,MACHILIPATNAM,Indian Savouries,,
2021-10-19,MACHILIPATNAM,"Pencils, Erasers & Sharpeners",,
2021-10-19,MACHILIPATNAM,Conditioners,,
2021-10-19,MACHILIPATNAM,Wipes,,
2021-10-19,MACHILIPATNAM,Apple Juices,,
2021-10-19,MACHILIPATNAM,Green Tea,,
2021-10-19,MACHILIPATNAM,Muesli,,
2021-10-19,MACHILIPATNAM,Sunscreen Lotions,,
2021-10-19,MACHILIPATNAM,Cooking Paste & Puris,,
2021-10-19,MACHILIPATNAM,Sauces,,
2021-10-19,MACHILIPATNAM,Baked Snacks,,
2021-10-19,MACHILIPATNAM,Loose Salt & Sugar,,
2021-10-19,MACHILIPATNAM,Jeerasar Rice,,
2021-10-19,MACHILIPATNAM,Bleaches,,
2021-10-19,MACHILIPATNAM,Puffed Rice,,
2021-10-19,MACHILIPATNAM,"Cakes, Muffins & Rolls",,
2021-10-19,MACHILIPATNAM,Whole Wheat,,
2021-10-19,MACHILIPATNAM,Broken Wheat (Daliya),,
2021-10-19,MACHILIPATNAM,Other Rice Varieties,,
2021-10-19,MACHILIPATNAM,Cookies,,
2021-10-19,MACHILIPATNAM,Shaving Creams & Foams,,
2021-10-19,MACHILIPATNAM,Sanitizers,,
2021-10-19,MACHILIPATNAM,Multipurpose Cleaners,,
2021-10-19,MACHILIPATNAM,Kabuli Chana,,
2021-10-19,MACHILIPATNAM,Baking Needs,,
2021-10-19,MACHILIPATNAM,Brown & Organic Ghee,,
2021-10-19,MACHILIPATNAM,Herbs & Seasoning,,
2021-10-19,MACHILIPATNAM,Miniket Rice,,
2021-10-19,MACHILIPATNAM,Boiled Rice,,
2021-10-19,MACHILIPATNAM,Aluminium Foils,,
2021-10-19,MACHILIPATNAM,Onion,,
2021-10-19,MACHILIPATNAM,Potato,,
2021-10-19,MACHILIPATNAM,Coconut,,
2021-10-19,MACHILIPATNAM,90 Days Pouch  Milk,,
2021-10-19,MACHILIPATNAM,Sesame Oil,,
2021-10-19,MACHILIPATNAM,Printing Paper,,
2021-10-19,MACHILIPATNAM,Rajma,,
2021-10-19,MACHILIPATNAM,Ragi Flour,,
2021-10-19,MACHILIPATNAM,Other Pulses,,
2021-10-19,MACHILIPATNAM,Other Cereals,,
2021-10-19,MACHILIPATNAM,Coconut Oil,,
2021-10-19,MACHILIPATNAM,Ponni Rice,,
2021-10-19,MACHILIPATNAM,Table Butter,,
2021-10-19,MACHILIPATNAM,Processed Cheese,,
2021-10-19,MACHILIPATNAM,Cheese Slice,,
2021-10-19,MACHILIPATNAM,Margarine,,
2021-10-19,MACHILIPATNAM,Nuts & Seeds,,
2021-10-19,MACHILIPATNAM,Deodorants,,
2021-10-19,MACHILIPATNAM,Tin Paneer (Ambient),,
2021-10-19,MUMBAI,Pickles,,
2021-10-19,MUMBAI,Baby Food & Cereals,,
2021-10-19,MUMBAI,Infant Formulae,,
2021-10-19,MUMBAI,Baking Needs,,
2021-10-19,MUMBAI,Ragi Flour,,
2021-10-19,MUMBAI,Other Cereals,,
2021-10-19,SIDDIPET,Basmati Rice,,
2021-10-19,SIDDIPET,Wheat Atta,,
2021-10-19,SIDDIPET,Sunflower Oil,,
2021-10-19,SIDDIPET,Palm Oil,,
2021-10-19,SIDDIPET,Salt,,
2021-10-19,SIDDIPET,Blended Masalas,,
2021-10-19,SIDDIPET,Powdered Spices,,
2021-10-19,SIDDIPET,Cream Biscuits & Wafers,,
2021-10-19,SIDDIPET,Other Biscuits & Cookies,,
2021-10-19,SIDDIPET,Noodles,,
2021-10-19,SIDDIPET,Chocos & Flakes,,
2021-10-19,SIDDIPET,Chips,,
2021-10-19,SIDDIPET,Chocolates,,
2021-10-19,SIDDIPET,Ketchups,,
2021-10-19,SIDDIPET,Jams & Preserves,,
2021-10-19,SIDDIPET,Children Health Drinks,,
2021-10-19,SIDDIPET,Instant Coffee,,
2021-10-19,SIDDIPET,Roast & Ground Coffee,,
2021-10-19,SIDDIPET,Dust Tea,,
2021-10-19,SIDDIPET,Leaf Tea,,
2021-10-19,SIDDIPET,Lassi,,
2021-10-19,SIDDIPET,Pure Desi Ghee,,
2021-10-19,SIDDIPET,Milk Powders,,
2021-10-19,SIDDIPET,Condensed Milk,,
2021-10-19,SIDDIPET,Milk Creams,,
2021-10-19,SIDDIPET,Buttermilk,,
2021-10-19,SIDDIPET,Packaged Water,,
2021-10-19,SIDDIPET,Mango Drinks,,
2021-10-19,SIDDIPET,Cold Drinks,,
2021-10-19,SIDDIPET,Powders,,
2021-10-19,SIDDIPET,Bathing Soaps,,
2021-10-19,SIDDIPET,"Oils, Creams & Lotions",,
2021-10-19,SIDDIPET,Hair Oils,,
2021-10-19,SIDDIPET,Bleaches & Blues,,
2021-10-19,SIDDIPET,Toothpastes,,
2021-10-19,SIDDIPET,Tooth Powders,,
2021-10-19,SIDDIPET,Toothbrushes,,
2021-10-19,SIDDIPET,Toilet Cleaners,,
2021-10-19,SIDDIPET,Dishwash Bars,,
2021-10-19,SIDDIPET,Dishwash Liquids,,
2021-10-19,SIDDIPET,Shampoos,,
2021-10-19,SIDDIPET,Talcum Powders,,
2021-10-19,SIDDIPET,Floor Cleaners,,
2021-10-19,SIDDIPET,Hand Wash,,
2021-10-19,SIDDIPET,Glass Cleaners,,
2021-10-19,SIDDIPET,Dishwash Powders,,
2021-10-19,SIDDIPET,Face Wash,,
2021-10-19,SIDDIPET,Body Lotions,,
2021-10-19,SIDDIPET,Detergent Powders,,
2021-10-19,SIDDIPET,Detergent Bars,,
2021-10-19,SIDDIPET,Marie & Digestive Biscuits,,
2021-10-19,SIDDIPET,Oats & Porridge,,
2021-10-19,SIDDIPET,Adult Health Drinks,,
2021-10-19,SIDDIPET,Face Creams & Moisturisers,,
2021-10-19,SIDDIPET,Agarbatti & Dhoop,,
2021-10-19,SIDDIPET,Dishwash Scrub Pads,,
2021-10-19,SIDDIPET,Candies & Toffees,,
2021-10-19,SIDDIPET,Mosquito Repellents,,
2021-10-19,SIDDIPET,Insect Control,,
2021-10-19,SIDDIPET,Glucose & Milk Biscuits,,
2021-10-19,SIDDIPET,Rusk & Khari,,
2021-10-19,SIDDIPET,Pure Cow Ghee,,
2021-10-19,SIDDIPET,Honey,,
2021-10-19,SIDDIPET,"Broom, Mop & Wiper",,
2021-10-19,SIDDIPET,Pickles,,
2021-10-19,SIDDIPET,Digestive Care,,
2021-10-19,SIDDIPET,Sanitary Pads,,
2021-10-19,SIDDIPET,Other Flavoured Drinks,,
2021-10-19,SIDDIPET,Ready Mixes,,
2021-10-19,SIDDIPET,Diaries & Notebooks.,,
2021-10-19,SIDDIPET,Soya Chunks,,
2021-10-19,SIDDIPET,Fabric Softeners,,
2021-10-19,SIDDIPET,Air Fresheners,,
2021-10-19,SIDDIPET,Sabudana,,
2021-10-19,SIDDIPET,Dates,,
2021-10-19,SIDDIPET,Flavoured Milk,,
2021-10-19,SIDDIPET,Besan & Sattu,,
2021-10-19,SIDDIPET,Foot Care,,
2021-10-19,SIDDIPET,Other Atta,,
2021-10-19,SIDDIPET,Hair Colors & Dyes,,
2021-10-19,SIDDIPET,Chocolate Gift Packs,,
2021-10-19,SIDDIPET,Battery,,
2021-10-19,SIDDIPET,Mints & Gums,,
2021-10-19,SIDDIPET,Pain Relief,,
2021-10-19,SIDDIPET,Sugar,,
2021-10-19,SIDDIPET,Crafts Glues,,
2021-10-19,SIDDIPET,Soups,,
2021-10-19,SIDDIPET,Milk Shakes,,
2021-10-19,SIDDIPET,Lamp & Lamp Oil,,
2021-10-19,SIDDIPET,"Buckets, Mugs & Tubs",,
2021-10-19,SIDDIPET,Soda,,
2021-10-19,SIDDIPET,Chutney,,
2021-10-19,SIDDIPET,Rice Bran Oil,,
2021-10-19,SIDDIPET,Moong Dal,,
2021-10-19,SIDDIPET,Toor (Arhar) Dal,,
2021-10-19,SIDDIPET,Cleaning Brush & Utilities,,
2021-10-19,SIDDIPET,Dry Fruit Gift Packs,,
2021-10-19,SIDDIPET,Diapers & Pants,,
2021-10-19,SIDDIPET,Whole Spices,,
2021-10-19,SIDDIPET,Poha,,
2021-10-19,SIDDIPET,Almonds (Badam),,
2021-10-19,SIDDIPET,Raisins,,
2021-10-19,SIDDIPET,Walnuts,,
2021-10-19,SIDDIPET,Detergent Liquids,,
2021-10-19,SIDDIPET,Camphor,,
2021-10-19,SIDDIPET,Stain Removers,,
2021-10-19,SIDDIPET,Maida,,
2021-10-19,SIDDIPET,Sooji & Rava,,
2021-10-19,SIDDIPET,Bulbs & LED,,
2021-10-19,SIDDIPET,Hair Removal,,
2021-10-19,SIDDIPET,Sona Masoori Rice,,
2021-10-19,SIDDIPET,Razors & Blades,,
2021-10-19,SIDDIPET,Namkeen,,
2021-10-19,SIDDIPET,Cashew Nuts,,
2021-10-19,SIDDIPET,Indian Mithai,,
2021-10-19,SIDDIPET,Groundnut Oil,,
2021-10-19,SIDDIPET,Idli & Dosa Rice,,
2021-10-19,SIDDIPET,Other Kitchen Essentials,,
2021-10-19,SIDDIPET,Pista,,
2021-10-19,SIDDIPET,First Aids,,
2021-10-19,SIDDIPET,Other Pooja Accessories,,
2021-10-19,SIDDIPET,Masoor Dal,,
2021-10-19,SIDDIPET,Urad Dal,,
2021-10-19,SIDDIPET,Peanuts,,
2021-10-19,SIDDIPET,Chana Dal,,
2021-10-19,SIDDIPET,Torch & Emergency Light,,
2021-10-19,SIDDIPET,Kolam Rice,,
2021-10-19,SIDDIPET,Jaggery,,
2021-10-19,SIDDIPET,Vanaspati,,
2021-10-19,SIDDIPET,Blended Oils,,
2021-10-19,SIDDIPET,Papad & Fryums,,
2021-10-19,SIDDIPET,Mustard Oil,,
2021-10-19,SIDDIPET,Orange Juices,,
2021-10-19,SIDDIPET,Tetra Pak Milk,,
2021-10-19,SIDDIPET,Other Juices,,
2021-10-19,SIDDIPET,Mix Fruit Juices,,
2021-10-19,SIDDIPET,Spreads,,
2021-10-19,SIDDIPET,Powdered Drink Mixes,,
2021-10-19,SIDDIPET,Face Cleansers & Toners,,
2021-10-19,SIDDIPET,Energy Drinks,,
2021-10-19,SIDDIPET,Baby Food & Cereals,,
2021-10-19,SIDDIPET,Soya Oil,,
2021-10-19,SIDDIPET,Other Dry Fruits & Nuts,,
2021-10-19,SIDDIPET,Olive Oil,,
2021-10-19,SIDDIPET,Vermicelli,,
2021-10-19,SIDDIPET,Infant Formulae,,
2021-10-19,SIDDIPET,Cold & Cough Remedies,,
2021-10-19,SIDDIPET,Protein Powders,,
2021-10-19,SIDDIPET,Other Oils,,
2021-10-19,SIDDIPET,Squashes & Syrups,,
2021-10-19,SIDDIPET,Indian Savouries,,
2021-10-19,SIDDIPET,"Pencils, Erasers & Sharpeners",,
2021-10-19,SIDDIPET,Conditioners,,
2021-10-19,SIDDIPET,Wipes,,
2021-10-19,SIDDIPET,Apple Juices,,
2021-10-19,SIDDIPET,Green Tea,,
2021-10-19,SIDDIPET,Muesli,,
2021-10-19,SIDDIPET,Sunscreen Lotions,,
2021-10-19,SIDDIPET,Cooking Paste & Puris,,
2021-10-19,SIDDIPET,Sauces,,
2021-10-19,SIDDIPET,Baked Snacks,,
2021-10-19,SIDDIPET,Loose Salt & Sugar,,
2021-10-19,SIDDIPET,Jeerasar Rice,,
2021-10-19,SIDDIPET,Bleaches,,
2021-10-19,SIDDIPET,Puffed Rice,,
2021-10-19,SIDDIPET,"Cakes, Muffins & Rolls",,
2021-10-19,SIDDIPET,Whole Wheat,,
2021-10-19,SIDDIPET,Broken Wheat (Daliya),,
2021-10-19,SIDDIPET,Other Rice Varieties,,
2021-10-19,SIDDIPET,Cookies,,
2021-10-19,SIDDIPET,Shaving Creams & Foams,,
2021-10-19,SIDDIPET,Sanitizers,,
2021-10-19,SIDDIPET,Multipurpose Cleaners,,
2021-10-19,SIDDIPET,Kabuli Chana,,
2021-10-19,SIDDIPET,Baking Needs,,
2021-10-19,SIDDIPET,Brown & Organic Ghee,,
2021-10-19,SIDDIPET,Herbs & Seasoning,,
2021-10-19,SIDDIPET,Miniket Rice,,
2021-10-19,SIDDIPET,Boiled Rice,,
2021-10-19,SIDDIPET,Aluminium Foils,,
2021-10-19,SIDDIPET,Onion,,
2021-10-19,SIDDIPET,Potato,,
2021-10-19,SIDDIPET,Coconut,,
2021-10-19,SIDDIPET,90 Days Pouch  Milk,,
2021-10-19,SIDDIPET,Sesame Oil,,
2021-10-19,SIDDIPET,Printing Paper,,
2021-10-19,SIDDIPET,Rajma,,
2021-10-19,SIDDIPET,Ragi Flour,,
2021-10-19,SIDDIPET,Other Pulses,,
2021-10-19,SIDDIPET,Other Cereals,,
2021-10-19,SIDDIPET,Coconut Oil,,
2021-10-19,SIDDIPET,Ponni Rice,,
2021-10-19,SIDDIPET,Table Butter,,
2021-10-19,SIDDIPET,Processed Cheese,,
2021-10-19,SIDDIPET,Cheese Slice,,
2021-10-19,SIDDIPET,Margarine,,
2021-10-19,SIDDIPET,Nuts & Seeds,,
2021-10-19,SIDDIPET,Deodorants,,
2021-10-19,SIDDIPET,Tin Paneer (Ambient),,
2021-10-19,SURYAPET,Basmati Rice,,
2021-10-19,SURYAPET,Wheat Atta,,
2021-10-19,SURYAPET,Sunflower Oil,,
2021-10-19,SURYAPET,Palm Oil,,
2021-10-19,SURYAPET,Salt,,
2021-10-19,SURYAPET,Blended Masalas,,
2021-10-19,SURYAPET,Powdered Spices,,
2021-10-19,SURYAPET,Cream Biscuits & Wafers,,
2021-10-19,SURYAPET,Other Biscuits & Cookies,,
2021-10-19,SURYAPET,Noodles,,
2021-10-19,SURYAPET,Chocos & Flakes,,
2021-10-19,SURYAPET,Chips,,
2021-10-19,SURYAPET,Chocolates,,
2021-10-19,SURYAPET,Ketchups,,
2021-10-19,SURYAPET,Jams & Preserves,,
2021-10-19,SURYAPET,Children Health Drinks,,
2021-10-19,SURYAPET,Instant Coffee,,
2021-10-19,SURYAPET,Roast & Ground Coffee,,
2021-10-19,SURYAPET,Dust Tea,,
2021-10-19,SURYAPET,Leaf Tea,,
2021-10-19,SURYAPET,Lassi,,
2021-10-19,SURYAPET,Pure Desi Ghee,,
2021-10-19,SURYAPET,Milk Powders,,
2021-10-19,SURYAPET,Condensed Milk,,
2021-10-19,SURYAPET,Milk Creams,,
2021-10-19,SURYAPET,Buttermilk,,
2021-10-19,SURYAPET,Packaged Water,,
2021-10-19,SURYAPET,Mango Drinks,,
2021-10-19,SURYAPET,Cold Drinks,,
2021-10-19,SURYAPET,Powders,,
2021-10-19,SURYAPET,Bathing Soaps,,
2021-10-19,SURYAPET,"Oils, Creams & Lotions",,
2021-10-19,SURYAPET,Hair Oils,,
2021-10-19,SURYAPET,Bleaches & Blues,,
2021-10-19,SURYAPET,Toothpastes,,
2021-10-19,SURYAPET,Tooth Powders,,
2021-10-19,SURYAPET,Toothbrushes,,
2021-10-19,SURYAPET,Toilet Cleaners,,
2021-10-19,SURYAPET,Dishwash Bars,,
2021-10-19,SURYAPET,Dishwash Liquids,,
2021-10-19,SURYAPET,Shampoos,,
2021-10-19,SURYAPET,Talcum Powders,,
2021-10-19,SURYAPET,Floor Cleaners,,
2021-10-19,SURYAPET,Hand Wash,,
2021-10-19,SURYAPET,Glass Cleaners,,
2021-10-19,SURYAPET,Dishwash Powders,,
2021-10-19,SURYAPET,Face Wash,,
2021-10-19,SURYAPET,Body Lotions,,
2021-10-19,SURYAPET,Detergent Powders,,
2021-10-19,SURYAPET,Detergent Bars,,
2021-10-19,SURYAPET,Marie & Digestive Biscuits,,
2021-10-19,SURYAPET,Oats & Porridge,,
2021-10-19,SURYAPET,Adult Health Drinks,,
2021-10-19,SURYAPET,Face Creams & Moisturisers,,
2021-10-19,SURYAPET,Agarbatti & Dhoop,,
2021-10-19,SURYAPET,Dishwash Scrub Pads,,
2021-10-19,SURYAPET,Candies & Toffees,,
2021-10-19,SURYAPET,Mosquito Repellents,,
2021-10-19,SURYAPET,Insect Control,,
2021-10-19,SURYAPET,Glucose & Milk Biscuits,,
2021-10-19,SURYAPET,Rusk & Khari,,
2021-10-19,SURYAPET,Pure Cow Ghee,,
2021-10-19,SURYAPET,Honey,,
2021-10-19,SURYAPET,"Broom, Mop & Wiper",,
2021-10-19,SURYAPET,Pickles,,
2021-10-19,SURYAPET,Digestive Care,,
2021-10-19,SURYAPET,Sanitary Pads,,
2021-10-19,SURYAPET,Other Flavoured Drinks,,
2021-10-19,SURYAPET,Ready Mixes,,
2021-10-19,SURYAPET,Diaries & Notebooks.,,
2021-10-19,SURYAPET,Soya Chunks,,
2021-10-19,SURYAPET,Fabric Softeners,,
2021-10-19,SURYAPET,Air Fresheners,,
2021-10-19,SURYAPET,Sabudana,,
2021-10-19,SURYAPET,Dates,,
2021-10-19,SURYAPET,Flavoured Milk,,
2021-10-19,SURYAPET,Besan & Sattu,,
2021-10-19,SURYAPET,Foot Care,,
2021-10-19,SURYAPET,Other Atta,,
2021-10-19,SURYAPET,Hair Colors & Dyes,,
2021-10-19,SURYAPET,Chocolate Gift Packs,,
2021-10-19,SURYAPET,Battery,,
2021-10-19,SURYAPET,Mints & Gums,,
2021-10-19,SURYAPET,Pain Relief,,
2021-10-19,SURYAPET,Sugar,,
2021-10-19,SURYAPET,Crafts Glues,,
2021-10-19,SURYAPET,Soups,,
2021-10-19,SURYAPET,Milk Shakes,,
2021-10-19,SURYAPET,Lamp & Lamp Oil,,
2021-10-19,SURYAPET,"Buckets, Mugs & Tubs",,
2021-10-19,SURYAPET,Soda,,
2021-10-19,SURYAPET,Chutney,,
2021-10-19,SURYAPET,Rice Bran Oil,,
2021-10-19,SURYAPET,Moong Dal,,
2021-10-19,SURYAPET,Toor (Arhar) Dal,,
2021-10-19,SURYAPET,Cleaning Brush & Utilities,,
2021-10-19,SURYAPET,Dry Fruit Gift Packs,,
2021-10-19,SURYAPET,Diapers & Pants,,
2021-10-19,SURYAPET,Whole Spices,,
2021-10-19,SURYAPET,Poha,,
2021-10-19,SURYAPET,Almonds (Badam),,
2021-10-19,SURYAPET,Raisins,,
2021-10-19,SURYAPET,Walnuts,,
2021-10-19,SURYAPET,Detergent Liquids,,
2021-10-19,SURYAPET,Camphor,,
2021-10-19,SURYAPET,Stain Removers,,
2021-10-19,SURYAPET,Maida,,
2021-10-19,SURYAPET,Sooji & Rava,,
2021-10-19,SURYAPET,Bulbs & LED,,
2021-10-19,SURYAPET,Hair Removal,,
2021-10-19,SURYAPET,Sona Masoori Rice,,
2021-10-19,SURYAPET,Razors & Blades,,
2021-10-19,SURYAPET,Namkeen,,
2021-10-19,SURYAPET,Cashew Nuts,,
2021-10-19,SURYAPET,Indian Mithai,,
2021-10-19,SURYAPET,Groundnut Oil,,
2021-10-19,SURYAPET,Idli & Dosa Rice,,
2021-10-19,SURYAPET,Other Kitchen Essentials,,
2021-10-19,SURYAPET,Pista,,
2021-10-19,SURYAPET,First Aids,,
2021-10-19,SURYAPET,Other Pooja Accessories,,
2021-10-19,SURYAPET,Masoor Dal,,
2021-10-19,SURYAPET,Urad Dal,,
2021-10-19,SURYAPET,Peanuts,,
2021-10-19,SURYAPET,Chana Dal,,
2021-10-19,SURYAPET,Torch & Emergency Light,,
2021-10-19,SURYAPET,Kolam Rice,,
2021-10-19,SURYAPET,Jaggery,,
2021-10-19,SURYAPET,Vanaspati,,
2021-10-19,SURYAPET,Blended Oils,,
2021-10-19,SURYAPET,Papad & Fryums,,
2021-10-19,SURYAPET,Mustard Oil,,
2021-10-19,SURYAPET,Orange Juices,,
2021-10-19,SURYAPET,Tetra Pak Milk,,
2021-10-19,SURYAPET,Other Juices,,
2021-10-19,SURYAPET,Mix Fruit Juices,,
2021-10-19,SURYAPET,Spreads,,
2021-10-19,SURYAPET,Powdered Drink Mixes,,
2021-10-19,SURYAPET,Face Cleansers & Toners,,
2021-10-19,SURYAPET,Energy Drinks,,
2021-10-19,SURYAPET,Baby Food & Cereals,,
2021-10-19,SURYAPET,Soya Oil,,
2021-10-19,SURYAPET,Other Dry Fruits & Nuts,,
2021-10-19,SURYAPET,Olive Oil,,
2021-10-19,SURYAPET,Vermicelli,,
2021-10-19,SURYAPET,Infant Formulae,,
2021-10-19,SURYAPET,Cold & Cough Remedies,,
2021-10-19,SURYAPET,Protein Powders,,
2021-10-19,SURYAPET,Other Oils,,
2021-10-19,SURYAPET,Squashes & Syrups,,
2021-10-19,SURYAPET,Indian Savouries,,
2021-10-19,SURYAPET,"Pencils, Erasers & Sharpeners",,
2021-10-19,SURYAPET,Conditioners,,
2021-10-19,SURYAPET,Wipes,,
2021-10-19,SURYAPET,Apple Juices,,
2021-10-19,SURYAPET,Green Tea,,
2021-10-19,SURYAPET,Muesli,,
2021-10-19,SURYAPET,Sunscreen Lotions,,
2021-10-19,SURYAPET,Cooking Paste & Puris,,
2021-10-19,SURYAPET,Sauces,,
2021-10-19,SURYAPET,Baked Snacks,,
2021-10-19,SURYAPET,Loose Salt & Sugar,,
2021-10-19,SURYAPET,Jeerasar Rice,,
2021-10-19,SURYAPET,Bleaches,,
2021-10-19,SURYAPET,Puffed Rice,,
2021-10-19,SURYAPET,"Cakes, Muffins & Rolls",,
2021-10-19,SURYAPET,Whole Wheat,,
2021-10-19,SURYAPET,Broken Wheat (Daliya),,
2021-10-19,SURYAPET,Other Rice Varieties,,
2021-10-19,SURYAPET,Cookies,,
2021-10-19,SURYAPET,Shaving Creams & Foams,,
2021-10-19,SURYAPET,Sanitizers,,
2021-10-19,SURYAPET,Multipurpose Cleaners,,
2021-10-19,SURYAPET,Kabuli Chana,,
2021-10-19,SURYAPET,Baking Needs,,
2021-10-19,SURYAPET,Brown & Organic Ghee,,
2021-10-19,SURYAPET,Herbs & Seasoning,,
